# BUSCO version is: 5.6.1 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2024-01-08, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
216at4891	Complete	contig_12	328310	334009	+	1390.6	1006	https://v10-1.orthodb.org/?query=216at4891	Phosphatidylinositol 3-/4-kinase, catalytic domain
227at4891	Complete	contig_13	120701	115767	-	2559.9	1454	https://v10-1.orthodb.org/?query=227at4891	Clathrin heavy chain
245at4891	Complete	contig_3	956139	961127	+	2452.6	1331	https://v10-1.orthodb.org/?query=245at4891	RNA polymerase Rpb1, domain 1
274at4891	Complete	contig_25	572789	566655	-	2846.2	1628	https://v10-1.orthodb.org/?query=274at4891	Fatty acid synthase
300at4891	Complete	contig_27	85306	78938	-	1278.7	868	https://v10-1.orthodb.org/?query=300at4891	Phosphatidylinositol-4-phosphate 5-kinase, core
331at4891	Complete	contig_7	203705	198399	-	1281.5	1194	https://v10-1.orthodb.org/?query=331at4891	U3 small nucleolar RNA-associated protein 10
364at4891	Complete	contig_14	678205	682968	+	1880.6	1227	https://v10-1.orthodb.org/?query=364at4891	3-phosphoshikimate 1-carboxyvinyltransferase
365at4891	Complete	contig_14	204436	199262	-	2554.8	1301	https://v10-1.orthodb.org/?query=365at4891	RNA polymerase Rpb1, domain 7
369at4891	Complete	contig_25	167551	172140	+	1371.1	875	https://v10-1.orthodb.org/?query=369at4891	Phospholipase
394at4891	Complete	contig_26	60399	54133	-	1255.7	1087	https://v10-1.orthodb.org/?query=394at4891	CCR4-NOT transcription complex subunit 1, HEAT repeat 1
414at4891	Complete	contig_3	544812	540433	-	2266.5	1183	https://v10-1.orthodb.org/?query=414at4891	DNA-directed RNA polymerase subunit
419at4891	Complete	contig_3	611803	608150	-	2194.3	1048	https://v10-1.orthodb.org/?query=419at4891	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
425at4891	Complete	contig_20	361432	365040	+	1903.7	970	https://v10-1.orthodb.org/?query=425at4891	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
431at4891	Complete	contig_4	346181	350356	+	1768.7	1057	https://v10-1.orthodb.org/?query=431at4891	Polyketide synthase, phosphopantetheine-binding domain
443at4891	Complete	contig_7	682881	687632	+	1109.3	841	https://v10-1.orthodb.org/?query=443at4891	Winged helix-like DNA-binding domain superfamily
455at4891	Complete	contig_13	745579	749928	+	1042.8	978	https://v10-1.orthodb.org/?query=455at4891	Transcription elongation factor Spt6
468at4891	Complete	contig_2	352560	357527	+	1567.6	980	https://v10-1.orthodb.org/?query=468at4891	P-type ATPase
469at4891	Complete	contig_20	847543	852021	+	640.0	787	https://v10-1.orthodb.org/?query=469at4891	Rho GTPase activation protein
471at4891	Complete	contig_17	477297	470803	-	842.8	952	https://v10-1.orthodb.org/?query=471at4891	Ras guanine nucleotide exchange factor domain superfamily
510at4891	Complete	contig_14	1115120	1118782	+	1193.5	942	https://v10-1.orthodb.org/?query=510at4891	Armadillo-type fold
514at4891	Complete	contig_22	526751	521166	-	1487.6	1326	https://v10-1.orthodb.org/?query=514at4891	Proteasome component Ecm29
515at4891	Complete	contig_17	499841	504244	+	1583.5	909	https://v10-1.orthodb.org/?query=515at4891	Chromo domain
519at4891	Complete	contig_4	584661	577186	-	1806.5	1704	https://v10-1.orthodb.org/?query=519at4891	Armadillo-type fold
528at4891	Complete	contig_13	641139	637066	-	1774.7	1026	https://v10-1.orthodb.org/?query=528at4891	PurM-like, C-terminal domain
535at4891	Duplicated	contig_4	732199	727976	-	846.5	818	https://v10-1.orthodb.org/?query=535at4891	Nucleoporin, Nup133/Nup155-like, C-terminal
535at4891	Duplicated	contig_17	372813	368662	-	731.4	811	https://v10-1.orthodb.org/?query=535at4891	Nucleoporin, Nup133/Nup155-like, C-terminal
540at4891	Complete	contig_2	852238	856902	+	1063.5	1236	https://v10-1.orthodb.org/?query=540at4891	Nucleoporin Nup188
569at4891	Complete	contig_20	705590	710065	+	1120.5	813	https://v10-1.orthodb.org/?query=569at4891	DNA polymerase
578at4891	Complete	contig_14	1037304	1041374	+	899.9	944	https://v10-1.orthodb.org/?query=578at4891	WD40/YVTN repeat-like-containing domain superfamily
594at4891	Complete	contig_3	728606	725169	-	1921.2	962	https://v10-1.orthodb.org/?query=594at4891	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
630at4891	Complete	contig_14	777342	771970	-	1767.2	1231	https://v10-1.orthodb.org/?query=630at4891	Sec7, C-terminal
631at4891	Complete	contig_5	120556	124536	+	1692.0	930	https://v10-1.orthodb.org/?query=631at4891	P-type ATPase
652at4891	Complete	contig_19	311097	316184	+	864.9	863	https://v10-1.orthodb.org/?query=652at4891	Anaphase-promoting complex subunit 1
662at4891	Complete	contig_7	39314	33351	-	611.1	906	https://v10-1.orthodb.org/?query=662at4891	Armadillo-type fold
665at4891	Complete	contig_14	192051	188455	-	1622.8	980	https://v10-1.orthodb.org/?query=665at4891	Coatomer subunit alpha
676at4891	Complete	contig_17	91175	94801	+	1623.4	950	https://v10-1.orthodb.org/?query=676at4891	P-type ATPase
692at4891	Complete	contig_2	205402	210567	+	1419.1	1219	https://v10-1.orthodb.org/?query=692at4891	S1 domain
693at4891	Duplicated	contig_19	685725	680998	-	1035.4	843	https://v10-1.orthodb.org/?query=693at4891	MAP kinase kinase kinase
693at4891	Duplicated	contig_26	94839	98648	+	983.5	841	https://v10-1.orthodb.org/?query=693at4891	MAP kinase kinase kinase
695at4891	Complete	contig_7	631251	627901	-	1669.5	888	https://v10-1.orthodb.org/?query=695at4891	Carbamoyl-phosphate synthetase, large subunit oligomerisation domain
707at4891	Complete	contig_13	712622	707736	-	261.3	272	https://v10-1.orthodb.org/?query=707at4891	SEPARIN core domain
721at4891	Complete	contig_27	212982	208930	-	1187.4	802	https://v10-1.orthodb.org/?query=721at4891	DNA-directed RNA polymerase
722at4891	Complete	contig_3	503117	498177	-	964.5	945	https://v10-1.orthodb.org/?query=722at4891	AMP-dependent synthetase/ligase
730at4891	Complete	contig_14	270749	274039	+	1468.5	844	https://v10-1.orthodb.org/?query=730at4891	DNA polymerase
746at4891	Complete	contig_12	134619	131317	-	1351.4	740	https://v10-1.orthodb.org/?query=746at4891	Histidine phosphatase superfamily
751at4891	Complete	contig_4	723458	726673	+	1668.9	922	https://v10-1.orthodb.org/?query=751at4891	Aminoacyl-tRNA synthetase, class Ia
811at4891	Complete	contig_3	938450	935202	-	1203.8	752	https://v10-1.orthodb.org/?query=811at4891	DNA-directed DNA polymerase, family A, conserved site
845at4891	Complete	contig_12	179365	183360	+	1332.7	994	https://v10-1.orthodb.org/?query=845at4891	Elongator complex protein 1
863at4891	Complete	contig_6	114780	117818	+	1630.7	850	https://v10-1.orthodb.org/?query=863at4891	2-oxoglutarate dehydrogenase E1 component
869at4891	Complete	contig_20	820885	817298	-	1591.3	848	https://v10-1.orthodb.org/?query=869at4891	Chromo domain
960at4891	Duplicated	contig_12	435161	432030	-	1712.3	888	https://v10-1.orthodb.org/?query=960at4891	Elongation factor 3
960at4891	Duplicated	contig_19	606611	609742	+	1731.9	887	https://v10-1.orthodb.org/?query=960at4891	Elongation factor 3
962at4891	Complete	contig_3	944261	941388	-	1434.7	802	https://v10-1.orthodb.org/?query=962at4891	Alanine--tRNA ligase
982at4891	Complete	contig_2	298963	295907	-	1253.7	739	https://v10-1.orthodb.org/?query=982at4891	Pyridoxal phosphate-dependent transferase
986at4891	Complete	contig_20	538578	544178	+	2091.6	1363	https://v10-1.orthodb.org/?query=986at4891	SNF2-related, N-terminal domain
1006at4891	Complete	contig_20	397997	394491	-	1267.8	885	https://v10-1.orthodb.org/?query=1006at4891	Niemann-Pick C1, N-terminal
1011at4891	Complete	contig_19	457998	462239	+	1628.6	950	https://v10-1.orthodb.org/?query=1011at4891	DNA topoisomerase, type IIA
1037at4891	Complete	contig_19	430407	434807	+	1327.1	920	https://v10-1.orthodb.org/?query=1037at4891	DNA polymerase
1038at4891	Complete	contig_3	559177	555494	-	675.7	651	https://v10-1.orthodb.org/?query=1038at4891	Ubiquitin specific protease, conserved site
1088at4891	Complete	contig_14	1013680	1016859	+	1209.0	825	https://v10-1.orthodb.org/?query=1088at4891	Helicase, C-terminal
1099at4891	Complete	contig_13	229894	233142	+	1063.0	723	https://v10-1.orthodb.org/?query=1099at4891	Glycoside hydrolase family 38, central domain
1120at4891	Complete	contig_20	799481	803029	+	1202.5	712	https://v10-1.orthodb.org/?query=1120at4891	Ribosome biogenesis protein Bms1, N-terminal
1180at4891	Complete	contig_20	412905	409222	-	1250.7	951	https://v10-1.orthodb.org/?query=1180at4891	Uncharacterised domain NUC173
1186at4891	Complete	contig_19	375657	378815	+	1651.3	862	https://v10-1.orthodb.org/?query=1186at4891	RNA cytidine acetyltransferase
1220at4891	Complete	contig_14	1003986	999025	-	1515.8	1196	https://v10-1.orthodb.org/?query=1220at4891	Protein kinase domain
1221at4891	Complete	contig_13	112166	115270	+	1056.6	731	https://v10-1.orthodb.org/?query=1221at4891	FACT complex subunit Spt16 domain
1226at4891	Complete	contig_17	382878	379540	-	1264.4	939	https://v10-1.orthodb.org/?query=1226at4891	Importin-beta, N-terminal domain
1228at4891	Complete	contig_26	161691	155227	-	878.4	961	https://v10-1.orthodb.org/?query=1228at4891	BEACH domain
1240at4891	Complete	contig_14	1323725	1319526	-	427.3	592	https://v10-1.orthodb.org/?query=1240at4891	Mediator complex subunit Med13, C-terminal
1243at4891	Complete	contig_12	385330	388860	+	1139.8	832	https://v10-1.orthodb.org/?query=1243at4891	Condensin complex subunit 1
1266at4891	Complete	contig_14	67762	64550	-	1128.5	791	https://v10-1.orthodb.org/?query=1266at4891	NAD-specific glutamate dehydrogenase
1283at4891	Complete	contig_14	713713	708620	-	770.4	957	https://v10-1.orthodb.org/?query=1283at4891	Dopey, N-terminal
1299at4891	Complete	contig_13	960566	963817	+	1568.5	935	https://v10-1.orthodb.org/?query=1299at4891	Exportin-1, C-terminal
1312at4891	Complete	contig_7	289252	285563	-	1070.8	868	https://v10-1.orthodb.org/?query=1312at4891	SMCs flexible hinge
1341at4891	Complete	contig_22	301925	304957	+	754.3	604	https://v10-1.orthodb.org/?query=1341at4891	KEN domain
1344at4891	Complete	contig_13	353940	350608	-	483.2	473	https://v10-1.orthodb.org/?query=1344at4891	WD40/YVTN repeat-like-containing domain superfamily
1372at4891	Complete	contig_13	687531	691229	+	1124.3	873	https://v10-1.orthodb.org/?query=1372at4891	Nrap protein domain 1
1378at4891	Complete	contig_3	317638	321879	+	1329.9	810	https://v10-1.orthodb.org/?query=1378at4891	Paired amphipathic helix
1391at4891	Complete	contig_20	46521	41923	-	1830.4	1136	https://v10-1.orthodb.org/?query=1391at4891	Glycogen debranching enzyme
1392at4891	Complete	contig_2	61981	58319	-	816.2	605	https://v10-1.orthodb.org/?query=1392at4891	Ubiquitin carboxyl-terminal hydrolase 7, ICP0-binding domain
1425at4891	Complete	contig_12	209442	205405	-	844.9	645	https://v10-1.orthodb.org/?query=1425at4891	Dbl homology (DH) domain
1426at4891	Complete	contig_27	57006	53920	-	930.7	631	https://v10-1.orthodb.org/?query=1426at4891	Sulfite reductase 
1452at4891	Complete	contig_2	761358	766277	+	1289.8	830	https://v10-1.orthodb.org/?query=1452at4891	Lysophospholipase NTE1
1483at4891	Complete	contig_25	404077	406950	+	526.8	535	https://v10-1.orthodb.org/?query=1483at4891	Ras GTPase-activating protein
1491at4891	Complete	contig_13	697473	700664	+	1661.0	863	https://v10-1.orthodb.org/?query=1491at4891	Aminoacyl-tRNA synthetase, class Ia
1495at4891	Complete	contig_14	101101	104910	+	737.0	660	https://v10-1.orthodb.org/?query=1495at4891	WD40-repeat-containing domain
1497at4891	Complete	contig_7	360202	355154	-	930.8	1072	https://v10-1.orthodb.org/?query=1497at4891	Nucleoporin Nup186/Nup192/Nup205
1521at4891	Complete	contig_3	130515	127408	-	928.1	762	https://v10-1.orthodb.org/?query=1521at4891	Peptidase M16, C-terminal
1523at4891	Complete	contig_13	505475	508900	+	1163.7	741	https://v10-1.orthodb.org/?query=1523at4891	P-type ATPase
1529at4891	Complete	contig_6	247721	251170	+	1457.7	821	https://v10-1.orthodb.org/?query=1529at4891	P-type ATPase
1547at4891	Complete	contig_4	127353	124000	-	1104.6	728	https://v10-1.orthodb.org/?query=1547at4891	Amino acid permease/ SLC12A domain
1597at4891	Complete	contig_26	212523	215633	+	1141.7	707	https://v10-1.orthodb.org/?query=1597at4891	ABC transporter, conserved site
1609at4891	Complete	contig_19	76937	72033	-	793.9	951	https://v10-1.orthodb.org/?query=1609at4891	Mon2, C-terminal
1625at4891	Complete	contig_14	1109890	1114425	+	1235.4	715	https://v10-1.orthodb.org/?query=1625at4891	SNF2-related, N-terminal domain
1627at4891	Complete	contig_20	695668	692402	-	1389.2	822	https://v10-1.orthodb.org/?query=1627at4891	Aminoacyl-tRNA synthetase, class Ia
1633at4891	Complete	contig_14	574418	577075	+	846.4	564	https://v10-1.orthodb.org/?query=1633at4891	Trehalose-phosphatase
1642at4891	Complete	contig_25	80643	77197	-	271.3	554	https://v10-1.orthodb.org/?query=1642at4891	Nucleoporin, Nup133/Nup155-like, C-terminal
1653at4891	Fragmented	contig_13	269973	272027	+	683.4	492	https://v10-1.orthodb.org/?query=1653at4891	Coatomer subunit beta'
1655at4891	Complete	contig_12	245757	248339	+	1003.6	715	https://v10-1.orthodb.org/?query=1655at4891	Importin-beta, N-terminal domain
1667at4891	Complete	contig_14	1302254	1299288	-	996.8	733	https://v10-1.orthodb.org/?query=1667at4891	Peptidase M16, C-terminal
1679at4891	Complete	contig_12	153198	157058	+	1339.7	762	https://v10-1.orthodb.org/?query=1679at4891	ATP-dependent RNA helicase Ski2, C-terminal
1699at4891	Complete	contig_13	209946	207097	-	1197.8	677	https://v10-1.orthodb.org/?query=1699at4891	P-type ATPase
1708at4891	Complete	contig_16	365410	368460	+	901.5	692	https://v10-1.orthodb.org/?query=1708at4891	Alkaline phosphatase-like, alpha/beta/alpha
1760at4891	Complete	contig_12	380614	378290	-	1010.7	591	https://v10-1.orthodb.org/?query=1760at4891	DNA helicase
1774at4891	Complete	contig_13	140389	137351	-	1207.1	665	https://v10-1.orthodb.org/?query=1774at4891	DNA helicase
1803at4891	Complete	contig_13	56809	59676	+	1062.7	738	https://v10-1.orthodb.org/?query=1803at4891	Exportin-2, central domain
1807at4891	Complete	contig_27	120546	118069	-	618.2	582	https://v10-1.orthodb.org/?query=1807at4891	Nuclear pore protein
1841at4891	Complete	contig_16	173020	176019	+	339.4	521	https://v10-1.orthodb.org/?query=1841at4891	Mediator complex, subunit Med14
1860at4891	Complete	contig_6	75129	72601	-	1288.4	593	https://v10-1.orthodb.org/?query=1860at4891	Helicase, C-terminal
1865at4891	Complete	contig_7	681599	677274	-	1567.6	916	https://v10-1.orthodb.org/?query=1865at4891	Nitrite/Sulfite reductase ferredoxin-like domain
1875at4891	Complete	contig_2	522706	526515	+	674.9	756	https://v10-1.orthodb.org/?query=1875at4891	Armadillo-type fold
1906at4891	Complete	contig_13	1071090	1067941	-	747.5	601	https://v10-1.orthodb.org/?query=1906at4891	Transcription initiation factor TFIID subunit 1
1923at4891	Complete	contig_17	521531	523774	+	1250.0	645	https://v10-1.orthodb.org/?query=1923at4891	ATP-dependent helicase, C-terminal
1936at4891	Complete	contig_4	506356	503483	-	1034.2	579	https://v10-1.orthodb.org/?query=1936at4891	Chitin synthase
1947at4891	Complete	contig_25	634279	631244	-	1466.5	846	https://v10-1.orthodb.org/?query=1947at4891	Ubiquitin-activating enzyme E1
1970at4891	Complete	contig_2	418586	416040	-	435.6	411	https://v10-1.orthodb.org/?query=1970at4891	MIF4G-like, type 1
1979at4891	Complete	contig_7	233658	238085	+	602.2	409	https://v10-1.orthodb.org/?query=1979at4891	Protein kinase domain
2008at4891	Complete	contig_5	69038	72595	+	454.7	640	https://v10-1.orthodb.org/?query=2008at4891	Tfc3, extended winged-helix domain
2010at4891	Complete	contig_4	630195	632795	+	1221.6	637	https://v10-1.orthodb.org/?query=2010at4891	DNA helicase
2020at4891	Complete	contig_7	328925	332143	+	1544.1	836	https://v10-1.orthodb.org/?query=2020at4891	ATP-dependent RNA helicase Ski2, C-terminal
2040at4891	Complete	contig_14	1261891	1258025	-	531.5	675	https://v10-1.orthodb.org/?query=2040at4891	TRAPP II complex, Trs120
2048at4891	Complete	contig_2	44759	48025	+	1152.9	879	https://v10-1.orthodb.org/?query=2048at4891	Armadillo-type fold
2052at4891	Complete	contig_7	489661	485783	-	1141.1	923	https://v10-1.orthodb.org/?query=2052at4891	WD40/YVTN repeat-like-containing domain superfamily
2053at4891	Complete	contig_7	50708	48342	-	1181.3	633	https://v10-1.orthodb.org/?query=2053at4891	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
2138at4891	Complete	contig_4	590685	594416	+	585.2	455	https://v10-1.orthodb.org/?query=2138at4891	Sla1
2161at4891	Complete	contig_2	91368	88501	-	1042.9	694	https://v10-1.orthodb.org/?query=2161at4891	Splicing factor 3B subunit 1-like
2166at4891	Complete	contig_17	343017	340723	-	1282.3	678	https://v10-1.orthodb.org/?query=2166at4891	Cobalamin-independent methionine synthase
2167at4891	Complete	contig_2	261742	264618	+	1359.4	728	https://v10-1.orthodb.org/?query=2167at4891	ATP-dependent 6-phosphofructokinase
2171at4891	Complete	contig_14	16778	19756	+	721.8	609	https://v10-1.orthodb.org/?query=2171at4891	Rho GTPase activation protein
2180at4891	Complete	contig_14	914750	911850	-	1183.0	750	https://v10-1.orthodb.org/?query=2180at4891	Coatomer subunit beta
2193at4891	Complete	contig_16	356992	354281	-	1335.6	760	https://v10-1.orthodb.org/?query=2193at4891	Clp, N-terminal
2203at4891	Complete	contig_3	644456	646870	+	1071.9	617	https://v10-1.orthodb.org/?query=2203at4891	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2
2212at4891	Complete	contig_4	417367	419637	+	932.0	566	https://v10-1.orthodb.org/?query=2212at4891	ATPase, AAA-type, conserved site
2307at4891	Complete	contig_12	334625	336949	+	1362.6	664	https://v10-1.orthodb.org/?query=2307at4891	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
2368at4891	Complete	contig_12	134999	137800	+	999.3	706	https://v10-1.orthodb.org/?query=2368at4891	WD40 repeat
2373at4891	Complete	contig_2	660056	662167	+	673.4	415	https://v10-1.orthodb.org/?query=2373at4891	POLO box domain
2385at4891	Complete	contig_4	626860	629844	+	1043.0	687	https://v10-1.orthodb.org/?query=2385at4891	Lon protease
2413at4891	Complete	contig_4	435040	432284	-	531.6	402	https://v10-1.orthodb.org/?query=2413at4891	SNF2-related, N-terminal domain
2421at4891	Complete	contig_7	55996	59394	+	824.9	608	https://v10-1.orthodb.org/?query=2421at4891	Ubiquitin specific protease, conserved site
2432at4891	Complete	contig_20	345871	343079	-	1189.1	636	https://v10-1.orthodb.org/?query=2432at4891	DNA helicase
2446at4891	Complete	contig_19	191665	196425	+	646.4	733	https://v10-1.orthodb.org/?query=2446at4891	Autophagy-related, C-terminal
2456at4891	Complete	contig_5	105251	101919	-	821.3	517	https://v10-1.orthodb.org/?query=2456at4891	SNF2-related, N-terminal domain
2459at4891	Complete	contig_5	76305	72700	-	575.8	836	https://v10-1.orthodb.org/?query=2459at4891	WD40/YVTN repeat-like-containing domain superfamily
2471at4891	Complete	contig_19	395105	397987	+	1230.6	779	https://v10-1.orthodb.org/?query=2471at4891	PDZ domain
2483at4891	Complete	contig_26	286664	289009	+	1010.7	578	https://v10-1.orthodb.org/?query=2483at4891	Phosphoribosyl-AMP cyclohydrolase domain
2485at4891	Complete	contig_13	215881	213188	-	1052.5	582	https://v10-1.orthodb.org/?query=2485at4891	SNF2-related, N-terminal domain
2499at4891	Complete	contig_19	48376	45665	-	1038.3	701	https://v10-1.orthodb.org/?query=2499at4891	Tetratricopeptide repeat
2515at4891	Complete	contig_4	544522	547269	+	713.4	630	https://v10-1.orthodb.org/?query=2515at4891	Armadillo-type fold
2531at4891	Complete	contig_2	566682	569015	+	925.2	499	https://v10-1.orthodb.org/?query=2531at4891	WD40-repeat-containing domain
2534at4891	Complete	contig_13	1055395	1059525	+	964.5	602	https://v10-1.orthodb.org/?query=2534at4891	ATPase, AAA-type, conserved site
2539at4891	Complete	contig_2	41554	43989	+	571.5	519	https://v10-1.orthodb.org/?query=2539at4891	Eukaryotic translation initiation factor 3 subunit C
2543at4891	Complete	contig_19	207274	210189	+	377.5	513	https://v10-1.orthodb.org/?query=2543at4891	Mediator complex, subunit Med16
2548at4891	Complete	contig_26	135955	140151	+	812.8	727	https://v10-1.orthodb.org/?query=2548at4891	Transcription initiation factor TFIID subunit 2
2549at4891	Complete	contig_22	82561	87222	+	1505.5	964	https://v10-1.orthodb.org/?query=2549at4891	WD40 repeat
2564at4891	Complete	contig_20	435964	432734	-	797.6	663	https://v10-1.orthodb.org/?query=2564at4891	RuvA domain 2-like
2565at4891	Complete	contig_4	413018	416986	+	750.1	590	https://v10-1.orthodb.org/?query=2565at4891	Bromodomain
2568at4891	Complete	contig_14	683282	686707	+	894.7	673	https://v10-1.orthodb.org/?query=2568at4891	WD40-repeat-containing domain
2611at4891	Complete	contig_13	1001759	998817	-	1341.4	727	https://v10-1.orthodb.org/?query=2611at4891	ATP-dependent 6-phosphofructokinase
2618at4891	Duplicated	contig_2	455801	452145	-	1548.3	852	https://v10-1.orthodb.org/?query=2618at4891	SH3 domain
2618at4891	Duplicated	contig_25	473321	477136	+	1519.8	850	https://v10-1.orthodb.org/?query=2618at4891	SH3 domain
2630at4891	Complete	contig_4	383156	378801	-	899.8	831	https://v10-1.orthodb.org/?query=2630at4891	WD40-repeat-containing domain
2640at4891	Complete	contig_4	352859	350490	-	1011.7	537	https://v10-1.orthodb.org/?query=2640at4891	Zinc finger, RING-type
2706at4891	Complete	contig_12	178586	176193	-	650.9	500	https://v10-1.orthodb.org/?query=2706at4891	Vacuole morphology and inheritance protein 14
2716at4891	Complete	contig_12	372674	375010	+	886.9	522	https://v10-1.orthodb.org/?query=2716at4891	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
2724at4891	Complete	contig_6	199135	201318	+	1160.5	589	https://v10-1.orthodb.org/?query=2724at4891	Aminoacyl-tRNA synthetase, class II
2754at4891	Complete	contig_3	1012663	1010522	-	654.4	540	https://v10-1.orthodb.org/?query=2754at4891	Translation initiation factor, beta propellor-like domain
2784at4891	Complete	contig_13	468013	465896	-	1134.1	585	https://v10-1.orthodb.org/?query=2784at4891	Tryptophan synthase
2793at4891	Complete	contig_13	465519	463126	-	753.1	582	https://v10-1.orthodb.org/?query=2793at4891	Glycosyl hydrolase family 63, N-terminal
2825at4891	Complete	contig_16	177548	179779	+	1127.2	599	https://v10-1.orthodb.org/?query=2825at4891	Elongation factor G, mitochondrial
2851at4891	Complete	contig_12	490170	492617	+	822.1	601	https://v10-1.orthodb.org/?query=2851at4891	WD40-repeat-containing domain
2862at4891	Complete	contig_14	232539	230035	-	1409.7	683	https://v10-1.orthodb.org/?query=2862at4891	ATPase, AAA-type, conserved site
2893at4891	Complete	contig_3	856389	860732	+	1212.6	826	https://v10-1.orthodb.org/?query=2893at4891	P-type ATPase
2898at4891	Complete	contig_17	295928	298510	+	1083.2	636	https://v10-1.orthodb.org/?query=2898at4891	N-acetyl-gamma-glutamyl-phosphate reductase, active site
2905at4891	Complete	contig_19	123270	126689	+	389.3	474	https://v10-1.orthodb.org/?query=2905at4891	Timeless protein
2915at4891	Complete	contig_3	944970	948917	+	683.7	899	https://v10-1.orthodb.org/?query=2915at4891	UDP-glucose:Glycoprotein Glucosyltransferase
2926at4891	Complete	contig_7	217802	220150	+	770.2	594	https://v10-1.orthodb.org/?query=2926at4891	Transcription factor, GTP-binding domain
2971at4891	Complete	contig_14	948195	945763	-	1111.5	620	https://v10-1.orthodb.org/?query=2971at4891	ClpA/B, conserved site 1
2976at4891	Complete	contig_13	471918	474035	+	1091.3	585	https://v10-1.orthodb.org/?query=2976at4891	Oligosaccharyl transferase, STT3 subunit
2990at4891	Complete	contig_13	285310	281195	-	436.3	563	https://v10-1.orthodb.org/?query=2990at4891	Zinc finger, PHD-type
2994at4891	Complete	contig_14	1091084	1093867	+	755.0	641	https://v10-1.orthodb.org/?query=2994at4891	Condensin complex subunit 3
3032at4891	Complete	contig_22	324115	321935	-	975.5	585	https://v10-1.orthodb.org/?query=3032at4891	Squalene cyclase
3044at4891	Complete	contig_13	903093	900085	-	363.4	384	https://v10-1.orthodb.org/?query=3044at4891	Mad3/Bub1 homology region 1
3049at4891	Complete	contig_4	194334	191800	-	1022.7	587	https://v10-1.orthodb.org/?query=3049at4891	DNA replication licensing factor MCM7
3050at4891	Complete	contig_13	1049722	1045002	-	1094.2	564	https://v10-1.orthodb.org/?query=3050at4891	Methionyl-tRNA synthetase
3060at4891	Complete	contig_16	51762	48934	-	1120.7	762	https://v10-1.orthodb.org/?query=3060at4891	WD40 repeat
3088at4891	Complete	contig_22	317020	314879	-	1137.5	588	https://v10-1.orthodb.org/?query=3088at4891	Carbon-nitrogen hydrolase
3096at4891	Complete	contig_20	274950	271837	-	469.6	503	https://v10-1.orthodb.org/?query=3096at4891	Sec8 exocyst complex component specific domain
3141at4891	Complete	contig_2	683149	680369	-	648.4	534	https://v10-1.orthodb.org/?query=3141at4891	Transcription elongation factor SPT5
